Date,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14
1999-03-22,0.011640983335815938,0.002071928303277445,0.009975348043533469,-0.03152798781911209,-0.008141452881515953,-0.007918609334420644,0.00816464439748904,-0.007179136403273014,0.009455002164842099,-0.006970519493471897,-0.010200460670582362,-0.007398044854424669,-0.008631341485567622,0.006099898744865509,0.005165665583592407
1999-03-23,0.06185577229226064,0.0024138905564142867,-0.020540652286303248,-0.01892347128909381,-0.005711312196100485,0.010995308591187664,-0.009938246785609076,0.003573224173394502,0.02070806345986552,0.0016637637009323286,-0.014897167604354321,0.008745076886963176,0.010681577321304054,0.015630326769963926,-0.0022557283302579896
1999-03-24,-0.01479519806850197,0.00025910173097299846,-0.010698063479695605,-0.005461492656895838,0.006508257932781882,0.012879853381705381,0.005570765318415216,-0.00814716523208008,0.010386704801775039,-0.0009917772278880237,-0.017390937127755843,0.0005003293557236657,-0.002353428260828226,-0.003398775304461225,-0.006736118114161804
1999-03-25,-0.06596554207623961,-0.01396288767935309,0.0067643824258671265,-0.0060056203426812615,-0.006738287896134062,-0.015969924258167727,-0.016974414412664295,0.0065889522849447825,-0.012731583045921768,-0.017033916409286334,0.026072783683728135,-0.01238787418154557,0.0032363565385517116,0.0184054947663128,-0.0026173869341179056
1999-03-26,0.013153172737127568,0.009485286070135868,-0.00021655584405879075,-0.007486033795895819,0.019772248224917948,0.005200712959282465,-0.016574612486889632,0.002450194494036804,-0.010424915939713909,-0.005426242446328756,-0.007642888565381483,0.005056425702580775,-0.00378660977079361,-0.016028810950127998,-0.007737983255297993
1999-03-29,-0.06431685761637217,0.006565826514134377,0.01729219380256212,-0.00783678188784822,-0.007907821284244412,0.0026512168491656714,-0.021974993949128524,-0.010132622735252726,-0.012785693124123688,0.0038660211559543387,-0.009215801059958565,0.009380258180090062,0.0032099215081999788,0.00634733449600402,-0.003163871622012427
1999-03-30,0.01118339205750811,0.0010292829266023815,-0.015896942488084775,-0.0007184285858440748,-0.006030700486536935,0.00457920824329983,0.00368670318367169,-0.012533941467321001,0.025780354213742397,-0.01036958385889976,0.01711935436828113,0.0046932745747628405,-0.010842251791064194,0.005892339764525637,0.006574882618941031
1999-03-31,0.006698837170478724,0.01279741131906764,-0.002278540367436171,-0.001319079985926576,0.01611147761929099,0.008209716234053222,-0.007379210807846804,0.01813216187398319,0.024289208924211072,0.010810897701563186,-0.011008048977550164,-0.005465214258035737,0.004063495636513944,-0.008302828712084903,-0.00822232006349798
1999-04-01,-0.009548789338168755,-0.008837846404804157,0.0012437513146027338,0.012009744140779514,0.00781870298530549,-0.019790882822924707,0.0013371096374165748,-0.01743565817433983,-0.011967206225503855,0.007048990107817938,-0.005744744060170847,0.0048284642866608125,-0.008436312626986164,-0.005232168990055951,-0.01025874195663418
1999-04-05,-0.05820018992468597,-0.011205139059147549,0.026283418964662374,-0.0037035768183423232,0.0033744357280826843,-0.0029113583651015217,0.01692467232517011,-0.004632305180439789,-0.0071127340904641075,-0.02331264373466986,-0.0018575687500965307,-0.0031485156829543885,8.61183074810591e-05,-0.005703054319859744,-0.0016941242026567078
